biome * ffffff ffffff ffffff
biome 0 ffffff 689a43 69954a
biome 1 ffffff 72a634 5b8e35
biome 2 ffffff dbd65d a4a354
biome 3 ffffff 6b9159 5b7c58
biome 4 ffffff 4d9129 3d7e26
biome 5 ffffff 689758 547a4e
biome 6 e0ffae 6a7039 6a7039
biome 7 ffffff 689a43 69954a
biome 8 ffffff dbd65d a4a354
biome 9 ffffff 689a43 69954a
biome 10 ffffff 74986c 5c776e
biome 11 ffffff 74986c 5c776e
biome 12 ffffff 74986c 5c776e
biome 13 ffffff 74986c 5c776e
biome 14 ffffff 8ee23b 9a8989
biome 15 ffffff 8ee23b 9a8989
biome 16 ffffff 72a634 5b8e35
biome 17 ffffff dbd65d a4a354
biome 18 ffffff 4d9129 3d7e26
biome 19 ffffff 689758 547a4e
biome 20 ffffff 6b9159 5b7c58
biome 21 ffffff 7baf3a 74a033
biome 22 ffffff 7baf3a 74a033
biome 23 ffffff 668330 599514
biome 24 ffffff 689a43 69954a
biome 25 ffffff 6b9159 5b7c58
biome 26 ffffff 6c9466 607f77
biome 27 ffffff 619f37 559636
biome 28 ffffff 619f37 559636
biome 29 ffffff 314b11 3d7e26
biome 30 ffffff 74986c 5c776e
biome 31 ffffff 74986c 5c776e
biome 32 ffffff 60914d 517243
biome 33 ffffff 60914d 517243
biome 34 ffffff 6b9159 5b7c58
biome 35 ffffff dbd65d a4a354
biome 36 ffffff dbd65d a4a354
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 40 ffffff 74986c 5c776e
biome 41 ffffff 74986c 5c776e
biome 42 ffffff aa8a4e b5a353
biome 43 ffffff a3e053 a3e053
biome 44 ffd932 8baf6b b0e088
biome 45 ffffff d8935f dae579
biome 46 ffffff 9fb771 c9ce65
biome 47 ffffff c9c17f b2c67f
biome 48 ffffff a9ba64 a9ba64
biome 49 ffffff c0d85d 5b8e35
biome 50 ffffff a3ffaa a3ffaa
biome 51 ffffff 689a43 69954a
biome 52 ffffff 74986c 5c776e
biome 53 0e6a35 dbd65d a4a354
biome 54 ffffff bca165 bca165
biome 55 a2ad51 66704c 66704c
biome 56 ffffff ad8e41 afa248
biome 57 ffffff bac481 ceb979
biome 58 ffffff 70c441 70c441
biome 59 ffffff abd6bc abd6bc
biome 60 00ff2e f0f970 a9fb6a
biome 61 ffffff 74d374 66e266
biome 62 ffffff 7fdb7d 7fdb7d
biome 63 ffffff 609e58 75b569
biome 64 ffffff cec577 aec681
biome 65 ffffff 689a43 69954a
biome 66 ffffff 7ca568 8acc6a
biome 67 ffffff a1c36d a1c36d
biome 68 ffffff aab835 858823
biome 69 ffffff 528235 4d7439
biome 70 ffffff 6e955d 527251
biome 71 ffffff 569634 3f782e
biome 72 ffffff 63b26d 63b26d
biome 73 588276 619365 619365
biome 74 ffffff 9dba60 729e39
biome 75 ff107a 69cfdb 70e099
biome 76 1e1b26 3f4151 3f4151
biome 77 ffffff a2ff5f 3aff00
biome 78 ffffff dfda5e b5aa56
biome 79 ffffff c8e580 ade07b
biome 80 ffffff 1ad86c 14e26f
biome 81 ffffff 72a634 5b8e35
biome 82 ffffff 00995b 00995b
biome 83 ffffff bec44c b3c442
biome 84 ffffff 647f38 789643
biome 85 ffffff b3c764 8cb03f
biome 86 af9200 746429 919134
biome 87 ffffff b28f6b b28f6b
biome 88 ffffff b6d367 bbdd63
biome 89 ffffff a89a77 a5a16d
biome 90 5dff00 c3e041 a5e041
biome 91 ffffff ad8456 bf664e
biome 92 e5ff00 9da078 999e55
biome 93 636084 5a935f 4f9657
biome 94 ffffff c7c947 98953c
biome 95 ffffff 569634 3f782e
biome 96 ffffff 569634 3f782e
biome 97 ffffff 6b9032 5f8017
biome 98 ffffff dfda5e b5aa56
biome 99 ffffff 689631 5c783d
biome 100 ffffff 74986c 5c776e
biome 101 ffffff a9ba64 a9ba64
biome 102 ffffff 74986c 5c776e
biome 103 ffffff 63b26d 63b26d
biome 104 ffffff 6aa228 5d9219
biome 105 ffffff d5ff6d d5ff6d
biome 106 cc5100 9e8b69 9e8b69
biome 107 ffffff dfda5e b5aa56
biome 108 ffff77 ccc9ad d7dbb6
biome 109 ffffff 4d9129 3d7e26
biome 110 ffffff dbd65d a4a354
biome 111 ffffff dbd65d a4a354
biome 112 ffffff dbd65d a4a354
biome 113 ffffff dbd65d a4a354
biome 114 ffffff dbd65d a4a354
biome 115 ffffff 4f942c 4b862c
biome 116 ffffff 81aa25 b87217
biome 117 ffffff 74986c 5c776e
biome 118 ffffff d9d658 b2a951
biome 119 ffffff 67984a 4c7c42
biome 120 ffffff 7baf3a 74a033
biome 121 ffffff 729832 5c8e2f
biome 122 ffffff 67984a 4c7c42
biome 123 ffffff 74986c 5c776e
biome 124 ffffff 4d9129 3d7e26
biome 125 ffffff 4b882d 3f742c
biome 126 ffffff 74986c 5c776e
biome 127 ffffff 6b9032 5f8017
biome 128 24b01c 7baf3a 74a033
biome 129 ffffff 72a634 5b8e35
biome 130 ffffff dbd65d a4a354
biome 131 ffffff 6b9159 5b7c58
biome 132 ffffff 4d9129 3d7e26
biome 133 ffffff 689758 547a4e
biome 134 e0ffae 6a7039 6a7039
